,Item 1,Item 2,,,support,confidence,lift,,conviction
2436,frozenset({'yogurt'}),"frozenset({'pastry', 'whole milk', 'other vegetables'})",,,0.004067107,0.029154519,2.757064364,,1.019137999
3083,frozenset({'soda'}),"frozenset({'whole milk', 'brown bread'})",,,0.005083884,0.029154519,1.156188282,,1.004056726
3363,frozenset({'yogurt'}),"frozenset({'whipped/sour cream', 'soda'})",,,0.004067107,0.029154519,2.515216613,,1.018090689
277,frozenset({'yogurt'}),"frozenset({'tropical fruit', 'margarine'})",,,0.004067107,0.029154519,3.116681455,,1.020394772
1904,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'frankfurter'})",,,0.005592272,0.028901734,1.503960608,,1.009972886
3470,frozenset({'other vegetables'}),"frozenset({'yogurt', 'whipped/sour cream', 'whole milk'})",,,0.005592272,0.028901734,2.656528551,,1.018558598
2117,frozenset({'other vegetables'}),"frozenset({'yogurt', 'newspapers'})",,,0.005592272,0.028901734,1.882440761,,1.01395163
3535,frozenset({'other vegetables'}),"frozenset({'whipped/sour cream', 'pip fruit'})",,,0.005592272,0.028901734,3.123610494,,1.020233859
3649,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'pork'})",,,0.005592272,0.028901734,2.560797792,,1.018139783
2976,frozenset({'rolls/buns'}),"frozenset({'shopping bags', 'whole milk'})",,,0.005287239,0.028745163,1.173065057,,1.004366353
3155,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'brown bread'})",,,0.005287239,0.028745163,1.13995435,,1.003633545
1999,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'chicken'})",,,0.005287239,0.028745163,1.634154213,,1.011485064
3235,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'napkins'})",,,0.005287239,0.028745163,1.457261231,,1.009286639
2970,frozenset({'rolls/buns'}),"frozenset({'shopping bags', 'other vegetables'})",,,0.005287239,0.028745163,1.239950346,,1.005727283
2689,frozenset({'whole milk'}),"frozenset({'bottled water', 'root vegetables'})",,,0.007320793,0.028651015,1.829757986,,1.013375884
871,frozenset({'soda'}),"frozenset({'pip fruit', 'whole milk'})",,,0.004982206,0.028571429,0.949324324,,0.998429977
2413,frozenset({'soda'}),"frozenset({'yogurt', 'pastry'})",,,0.004982206,0.028571429,1.614942529,,1.011199498
2085,frozenset({'soda'}),"frozenset({'newspapers', 'other vegetables'})",,,0.004982206,0.028571429,1.478947368,,1.009524806
1101,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'butter'})",,,0.005490595,0.028376248,2.847759177,,1.018949552
860,frozenset({'other vegetables'}),"frozenset({'pip fruit', 'whole milk', 'root vegetables'})",,,0.005490595,0.028376248,3.171368175,,1.019996024
1448,frozenset({'other vegetables'}),"frozenset({'whole milk', 'chocolate'})",,,0.005490595,0.028376248,1.701709752,,1.012042839
2401,frozenset({'other vegetables'}),"frozenset({'pastry', 'soda'})",,,0.005490595,0.028376248,1.34821449,,1.00754301
1635,frozenset({'other vegetables'}),"frozenset({'root vegetables', 'curd'})",,,0.005490595,0.028376248,2.608228031,,1.018007728
2135,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'newspapers'})",,,0.005490595,0.028376248,1.43855876,,1.008903424
2919,frozenset({'whole milk'}),"frozenset({'sausage', 'tropical fruit'})",,,0.007219115,0.028253084,2.028241466,,1.014739683
185,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'citrus fruit'})",,,0.007219115,0.028253084,1.684055035,,1.011809934
295,frozenset({'rolls/buns'}),"frozenset({'other vegetables', 'margarine'})",,,0.005185562,0.028192371,1.429236977,,1.008712528
3358,frozenset({'soda'}),"frozenset({'whipped/sour cream', 'other vegetables'})",,,0.004880529,0.027988338,0.969244036,,0.999086304
2656,frozenset({'soda'}),"frozenset({'rolls/buns', 'root vegetables'})",,,0.004880529,0.027988338,1.151737683,,1.003793547
3103,frozenset({'whole milk'}),"frozenset({'yogurt', 'brown bread'})",,,0.007117438,0.027855153,1.91577225,,1.01369677
3013,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'soda'})",,,0.005388917,0.027850762,1.131868776,,1.003337721
2847,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'sausage'})",,,0.005388917,0.027850762,1.778650934,,1.012541695
2995,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'yogurt'})",,,0.005388917,0.027850762,1.826081626,,1.012960057
4005,frozenset({'rolls/buns'}),"frozenset({'frozen vegetables', 'whole milk'})",,,0.005083884,0.02763958,1.352414269,,1.007407095
2103,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'newspapers'})",,,0.005083884,0.02763958,1.800233564,,1.01263549
791,frozenset({'rolls/buns'}),"frozenset({'pip fruit', 'other vegetables'})",,,0.005083884,0.02763958,1.057724779,,1.001551293
326,frozenset({'whole milk'}),"frozenset({'yogurt', 'margarine'})",,,0.00701576,0.027457222,1.928869877,,1.013595646
577,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'other vegetables', 'root vegetables'})",,,0.00701576,0.027457222,2.23175027,,1.015582063
2644,frozenset({'soda'}),"frozenset({'yogurt', 'root vegetables'})",,,0.004778851,0.027405248,1.061144143,,1.001623612
2091,frozenset({'soda'}),"frozenset({'newspapers', 'whole milk'})",,,0.004778851,0.027405248,1.001972536,,1.000055472
1612,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'curd'})",,,0.005287239,0.027325276,2.660832557,,1.017534978
4031,frozenset({'other vegetables'}),"frozenset({'yogurt', 'frozen vegetables'})",,,0.005287239,0.027325276,2.202820396,,1.015339762
945,frozenset({'other vegetables'}),"frozenset({'yogurt', 'cream cheese '})",,,0.005287239,0.027325276,2.202820396,,1.015339762
2971,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'rolls/buns'})",,,0.005287239,0.027325276,1.399708793,,1.008022375
2889,frozenset({'rolls/buns'}),"frozenset({'sausage', 'root vegetables'})",,,0.004982206,0.027086788,1.812235121,,1.012478162
1465,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'chocolate'})",,,0.004982206,0.027086788,1.62438148,,1.010701518
2740,frozenset({'rolls/buns'}),frozenset({'salty snack'}),,,0.004982206,0.027086788,0.716125169,,0.988963754
1755,frozenset({'rolls/buns'}),"frozenset({'beef', 'root vegetables'})",,,0.004982206,0.027086788,1.557886332,,1.009969959
2005,frozenset({'rolls/buns'}),"frozenset({'other vegetables', 'chicken'})",,,0.004982206,0.027086788,1.513628197,,1.009447416
3822,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'domestic eggs'})",,,0.006914082,0.027059292,2.376144051,,1.016107242
3248,frozenset({'soda'}),"frozenset({'whole milk', 'napkins'})",,,0.004677173,0.026822157,1.359772775,,1.007292282
877,frozenset({'soda'}),"frozenset({'pip fruit', 'other vegetables'})",,,0.004677173,0.026822157,1.026443262,,1.000710038
296,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'margarine'})",,,0.005185562,0.02679979,1.817765053,,1.012388536
3109,frozenset({'other vegetables'}),"frozenset({'yogurt', 'brown bread'})",,,0.005185562,0.02679979,1.843188341,,1.012597491
1787,frozenset({'other vegetables'}),"frozenset({'yogurt', 'beef'})",,,0.005185562,0.02679979,2.291964633,,1.015522866
3396,frozenset({'other vegetables'}),"frozenset({'whipped/sour cream', 'whole milk', 'root vegetables'})",,,0.005185562,0.02679979,2.834149814,,1.017821374
1745,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'beef'})",,,0.006812405,0.026661361,1.956824513,,1.013393644
3225,frozenset({'whole milk'}),"frozenset({'other vegetables', 'napkins'})",,,0.006812405,0.026661361,1.846580878,,1.012557942
2983,frozenset({'whole milk'}),"frozenset({'shopping bags', 'soda'})",,,0.006812405,0.026661361,1.083530928,,1.002111662
3661,frozenset({'whole milk'}),"frozenset({'pork', 'root vegetables'})",,,0.006812405,0.026661361,1.956824513,,1.013393644
536,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'tropical fruit', 'whole milk'})",,,0.004880529,0.026533997,1.751421862,,1.011694319
2655,frozenset({'rolls/buns'}),"frozenset({'soda', 'root vegetables'})",,,0.004880529,0.026533997,1.426021079,,1.008143049
793,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'pip fruit'})",,,0.005083884,0.026274304,1.886188155,,1.012677555
2463,frozenset({'other vegetables'}),"frozenset({'pastry', 'tropical fruit'})",,,0.005083884,0.026274304,1.987752132,,1.013408504
748,frozenset({'other vegetables'}),"frozenset({'yogurt', 'pip fruit', 'whole milk'})",,,0.005083884,0.026274304,2.749018906,,1.01716767
3912,frozenset({'other vegetables'}),"frozenset({'whipped/sour cream', 'domestic eggs'})",,,0.005083884,0.026274304,2.636814053,,1.016749985
103,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'bottled water'})",,,0.005083884,0.026274304,1.942915618,,1.01309524
2298,frozenset({'other vegetables'}),"frozenset({'yogurt', 'whole milk', 'fruit/vegetable juice'})",,,0.005083884,0.026274304,2.778578249,,1.017272092
3816,frozenset({'other vegetables'}),"frozenset({'soda', 'domestic eggs'})",,,0.005083884,0.026274304,2.118096534,,1.014243874
2937,frozenset({'other vegetables'}),"frozenset({'sausage', 'bottled water'})",,,0.005083884,0.026274304,2.189896417,,1.01466156
1187,frozenset({'whole milk'}),"frozenset({'butter', 'whipped/sour cream'})",,,0.006710727,0.02626343,2.583008357,,1.016529791
2445,frozenset({'whole milk'}),"frozenset({'pastry', 'tropical fruit'})",,,0.006710727,0.02626343,1.986929505,,1.013397188
2823,frozenset({'whole milk'}),"frozenset({'sausage', 'soda'})",,,0.006710727,0.02626343,1.080756635,,1.002015395
950,frozenset({'whole milk'}),"frozenset({'cream cheese ', 'other vegetables'})",,,0.006710727,0.02626343,1.913339523,,1.012875087
3419,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'whipped/sour cream'})",,,0.004778851,0.025981205,1.252574275,,1.005378703
2111,frozenset({'whole milk'}),"frozenset({'yogurt', 'newspapers'})",,,0.006609049,0.025865499,1.684683355,,1.010791292
1143,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'butter'})",,,0.006609049,0.025865499,1.927175656,,1.012774463
3882,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'domestic eggs'})",,,0.006609049,0.025865499,1.651864848,,1.010478159
939,frozenset({'whole milk'}),"frozenset({'yogurt', 'cream cheese '})",,,0.006609049,0.025865499,2.085140874,,1.013818238
2087,frozenset({'other vegetables'}),"frozenset({'soda', 'newspapers'})",,,0.004982206,0.025748818,1.758608484,,1.011400788
3712,frozenset({'other vegetables'}),"frozenset({'dessert', 'whole milk'})",,,0.004982206,0.025748818,1.875849049,,1.012340073
605,frozenset({'other vegetables'}),"frozenset({'yogurt', 'tropical fruit', 'root vegetables'})",,,0.004982206,0.025748818,3.165495271,,1.018080145
78,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'tropical fruit', 'whole milk'})",,,0.004982206,0.025748818,2.845389007,,1.017140861
2006,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'chicken'})",,,0.004982206,0.025748818,2.665680228,,1.016514671
208,frozenset({'soda'}),"frozenset({'citrus fruit', 'whole milk'})",,,0.004473818,0.025655977,0.841088435,,0.995025035
2668,frozenset({'soda'}),"frozenset({'whole milk', 'other vegetables', 'root vegetables'})",,,0.004473818,0.025655977,1.10669531,,1.002538595
2193,frozenset({'soda'}),"frozenset({'other vegetables', 'fruit/vegetable juice'})",,,0.004473818,0.025655977,1.218968747,,1.004730051
2260,frozenset({'whole milk'}),"frozenset({'root vegetables', 'fruit/vegetable juice'})",,,0.006507372,0.025467569,2.122657098,,1.013821605
1600,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'curd'})",,,0.006507372,0.025467569,2.479936016,,1.015595297
2731,frozenset({'rolls/buns'}),"frozenset({'whole milk', 'waffles'})",,,0.004677173,0.025428413,2.000707573,,1.013050558
3303,frozenset({'rolls/buns'}),"frozenset({'hamburger meat', 'other vegetables'})",,,0.004677173,0.025428413,1.838885637,,1.011902921
687,frozenset({'rolls/buns'}),"frozenset({'coffee', 'whole milk'})",,,0.004677173,0.025428413,1.359176341,,1.00689505
2590,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'whole milk', 'root vegetables'})",,,0.004677173,0.025428413,1.748870256,,1.011172607
3359,frozenset({'other vegetables'}),"frozenset({'whipped/sour cream', 'soda'})",,,0.004880529,0.025223332,2.176065492,,1.01398482
3559,frozenset({'other vegetables'}),"frozenset({'sausage', 'whipped/sour cream'})",,,0.004880529,0.025223332,2.787319844,,1.016592537
2012,frozenset({'other vegetables'}),"frozenset({'yogurt', 'chicken'})",,,0.004880529,0.025223332,3.025261782,,1.017322698
2768,frozenset({'other vegetables'}),"frozenset({'salty snack', 'whole milk'})",,,0.004880529,0.025223332,2.255195146,,1.014402054
1928,frozenset({'other vegetables'}),"frozenset({'yogurt', 'frankfurter'})",,,0.004880529,0.025223332,2.255195146,,1.014402054
1847,frozenset({'soda'}),"frozenset({'rolls/buns', 'whole milk', 'other vegetables'})",,,0.00437214,0.025072886,1.401089981,,1.007362206
377,frozenset({'soda'}),"frozenset({'yogurt', 'whole milk', 'other vegetables'})",,,0.00437214,0.025072886,1.125990122,,1.002877624
683,frozenset({'whole milk'}),"frozenset({'coffee', 'other vegetables'})",,,0.006405694,0.025069638,1.867877944,,1.011947709
337,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'margarine'})",,,0.004575496,0.024875622,1.747512438,,1.010912194
3031,frozenset({'other vegetables'}),"frozenset({'shopping bags', 'tropical fruit'})",,,0.004778851,0.024697846,1.826340681,,1.011457694
3834,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'domestic eggs'})",,,0.004778851,0.024697846,2.168779559,,1.013646997
2310,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'fruit/vegetable juice'})",,,0.004778851,0.024697846,2.381405006,,1.014689522
46,frozenset({'other vegetables'}),"frozenset({'yogurt', 'citrus fruit', 'whole milk'})",,,0.004778851,0.024697846,2.404983273,,1.014793774
774,frozenset({'other vegetables'}),"frozenset({'tropical fruit', 'pip fruit', 'whole milk'})",,,0.004778851,0.024697846,2.92654591,,1.016670319
2369,frozenset({'whole milk'}),"frozenset({'sugar', 'other vegetables'})",,,0.006304016,0.024671707,2.289115467,,1.014245329
3433,frozenset({'whole milk'}),"frozenset({'citrus fruit', 'whipped/sour cream'})",,,0.006304016,0.024671707,2.267721865,,1.01414108
3299,frozenset({'whole milk'}),"frozenset({'hamburger meat', 'other vegetables'})",,,0.006304016,0.024671707,1.784163526,,1.011117838
3000,frozenset({'soda'}),"frozenset({'shopping bags', 'yogurt'})",,,0.004270463,0.024489796,1.605714286,,1.009470064
3623,frozenset({'soda'}),"frozenset({'pork', 'whole milk'})",,,0.004270463,0.024489796,1.104849279,,1.002382406
2074,frozenset({'soda'}),"frozenset({'yogurt', 'newspapers'})",,,0.004270463,0.024489796,1.595080416,,1.009365833
785,frozenset({'rolls/buns'}),"frozenset({'tropical fruit', 'pip fruit'})",,,0.004473818,0.02432283,1.190124557,,1.003982481
1147,frozenset({'rolls/buns'}),"frozenset({'yogurt', 'butter'})",,,0.004473818,0.02432283,1.661215527,,1.00992259
1089,frozenset({'whole milk'}),"frozenset({'tropical fruit', 'butter'})",,,0.006202339,0.024273776,2.436046842,,1.014665347
2579,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'other vegetables', 'root vegetables'})",,,0.006202339,0.024273776,1.989438254,,1.012372789
3643,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'pork'})",,,0.006202339,0.024273776,2.150744059,,1.013310654
1922,frozenset({'whole milk'}),"frozenset({'yogurt', 'frankfurter'})",,,0.006202339,0.024273776,2.170296278,,1.013414861
781,frozenset({'whole milk'}),"frozenset({'rolls/buns', 'pip fruit'})",,,0.006202339,0.024273776,1.742573653,,1.010601267
1642,frozenset({'whole milk'}),"frozenset({'root vegetables', 'curd'})",,,0.006202339,0.024273776,2.231145706,,1.013727482
3995,frozenset({'whole milk'}),"frozenset({'frozen vegetables', 'root vegetables'})",,,0.006202339,0.024273776,2.094145531,,1.012998032
891,frozenset({'other vegetables'}),"frozenset({'pastry', 'pip fruit'})",,,0.004677173,0.024172359,2.264144334,,1.013830519
3305,frozenset({'other vegetables'}),"frozenset({'rolls/buns', 'hamburger meat'})",,,0.004677173,0.024172359,2.796884177,,1.015914446
879,frozenset({'other vegetables'}),"frozenset({'soda', 'pip fruit'})",,,0.004677173,0.024172359,1.814772176,,1.011121414
2725,frozenset({'other vegetables'}),"frozenset({'whole milk', 'waffles'})",,,0.004677173,0.024172359,1.90188124,,1.011746592
3667,frozenset({'other vegetables'}),"frozenset({'yogurt', 'pork'})",,,0.004677173,0.024172359,2.529097394,,1.014976679
2523,frozenset({'soda'}),"frozenset({'shopping bags', 'pastry'})",,,0.004168785,0.023906706,2.009593581,,1.012304579
215,frozenset({'soda'}),"frozenset({'yogurt', 'citrus fruit'})",,,0.004168785,0.023906706,1.103861263,,1.002304451
3089,frozenset({'soda'}),"frozenset({'other vegetables', 'brown bread'})",,,0.004168785,0.023906706,1.277839397,,1.005325323
220,frozenset({'soda'}),"frozenset({'citrus fruit', 'other vegetables'})",,,0.004168785,0.023906706,0.827895947,,0.994908523
1287,frozenset({'whole milk'}),"frozenset({'bottled water', 'bottled beer'})",,,0.006100661,0.023875846,1.514960913,,1.008314316
1799,frozenset({'whole milk'}),"frozenset({'yogurt', 'beef'})",,,0.006100661,0.023875846,2.041903839,,1.012480904
3243,frozenset({'whole milk'}),"frozenset({'yogurt', 'napkins'})",,,0.006100661,0.023875846,1.940652409,,1.011855916
4025,frozenset({'whole milk'}),"frozenset({'yogurt', 'frozen vegetables'})",,,0.006100661,0.023875846,1.924745422,,1.011751751
2182,frozenset({'whole milk'}),"frozenset({'soda', 'fruit/vegetable juice'})",,,0.006100661,0.023875846,1.297342218,,1.005606034
3407,frozenset({'rolls/buns'}),"frozenset({'whipped/sour cream', 'root vegetables'})",,,0.00437214,0.023770039,1.391537682,,1.006851038
1846,frozenset({'rolls/buns'}),"frozenset({'soda', 'whole milk', 'other vegetables'})",,,0.00437214,0.023770039,1.706411172,,1.010079793
201,frozenset({'rolls/buns'}),"frozenset({'tropical fruit', 'citrus fruit'})",,,0.00437214,0.023770039,1.192746585,,1.003934742
3309,frozenset({'rolls/buns'}),"frozenset({'hamburger meat', 'whole milk'})",,,0.00437214,0.023770039,1.612264349,,1.009246566
2253,frozenset({'rolls/buns'}),"frozenset({'other vegetables', 'fruit/vegetable juice'})",,,0.00437214,0.023770039,1.129363916,,1.002789055
1113,frozenset({'other vegetables'}),"frozenset({'citrus fruit', 'butter'})",,,0.004575496,0.023646873,2.584077772,,1.014846966
3719,frozenset({'other vegetables'}),"frozenset({'yogurt', 'dessert'})",,,0.004575496,0.023646873,2.397597933,,1.014117984
